"","X","to","for.","and","on","you","this","i","is","in.","be","from","have","we","at","that","deal","will","with","if.","please","are","not","or","as","by","meter","me","your","was","can","need","thanks","any","message","may","should","our","know","original","do","has","all","been","these","day","they","volume","up","out","there","contract","no","more","here","only","us","information","new","company","price","free","get","one","mail","investment","my","but","about","now","which","its","prices","business","contact","news","over","report","money","stock","their","securities","statements","time","many","reply","looking","total_word_count","label"
"1995",495,4.34782608695652,0,0,0,0,0,0,4.34782608695652,0,4.34782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"Ham"
"1996",496,1.63398692810458,1.63398692810458,0.980392156862745,0.980392156862745,0.980392156862745,1.30718954248366,1.30718954248366,0.65359477124183,0.980392156862745,0,0.65359477124183,1.30718954248366,1.63398692810458,0,0.326797385620915,0.65359477124183,0.65359477124183,0.980392156862745,0.65359477124183,1.30718954248366,0.980392156862745,0.980392156862745,0.65359477124183,0.326797385620915,0.65359477124183,2.94117647058824,0.326797385620915,0,0,0.65359477124183,0.326797385620915,0.326797385620915,0.326797385620915,0,0,0.326797385620915,0,0.65359477124183,0,0,0,0.65359477124183,0,0,0,0,0,0.980392156862745,0,0.326797385620915,0.65359477124183,0,0.326797385620915,0,0,0,0,0.326797385620915,0,0,0,0.326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326797385620915,0,0,0,0,0,0,306,"Ham"
"1997",497,1.73410404624277,0.578034682080925,0,4.04624277456647,0.578034682080925,0,0,0,1.15606936416185,0.578034682080925,0.578034682080925,0.578034682080925,2.3121387283237,0.578034682080925,0,0,0,0,0.578034682080925,0,0.578034682080925,0,0.578034682080925,0,1.73410404624277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578034682080925,0,0,0,0,0,0.578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,"Ham"
"1998",498,2.32558139534884,1.61001788908766,0.894454382826476,1.07334525939177,1.07334525939177,1.07334525939177,1.07334525939177,0.715563506261181,1.07334525939177,0.35778175313059,0.35778175313059,1.25223613595707,1.43112701252236,1.25223613595707,0.536672629695885,0.536672629695885,0.536672629695885,0.536672629695885,0.715563506261181,0.894454382826476,1.07334525939177,0.715563506261181,0.536672629695885,0.35778175313059,0.536672629695885,1.96779964221825,0.35778175313059,0,0,0.35778175313059,0.536672629695885,0.178890876565295,0.536672629695885,0,0,0.35778175313059,0.715563506261181,0.536672629695885,0,0.178890876565295,0,0.35778175313059,0,0,0,0.178890876565295,0,0.536672629695885,0.178890876565295,0.178890876565295,0.35778175313059,0,0.178890876565295,0,0.178890876565295,0,0,0.178890876565295,0,0,0,0.178890876565295,0,0,0,0,0,0.178890876565295,0,0,0,0,0,0,0,0,0,0,0,0.178890876565295,0,0,0,0.178890876565295,0,0,559,"Ham"
"1999",499,1.96078431372549,1.96078431372549,1.96078431372549,0,1.96078431372549,1.96078431372549,1.96078431372549,1.96078431372549,1.96078431372549,0,1.96078431372549,0,0,0,0,1.96078431372549,0,0,1.96078431372549,1.96078431372549,0,0,0,0,0,0,3.92156862745098,0,0,0,0,0,0,0,0,0,1.96078431372549,1.96078431372549,0,0,3.92156862745098,0,0,0,0,0,1.96078431372549,0,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0,0,0,0,0,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,"Ham"
"2000",500,6.25,0,1.5625,1.5625,0,0,0,3.125,0,1.5625,1.5625,1.5625,0,1.5625,0,0,1.5625,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,"Ham"
"2001",501,0,0,2.56410256410256,2.56410256410256,5.12820512820513,0,0,2.56410256410256,0,0,0,2.56410256410256,0,0,0,0,0,2.56410256410256,0,0,2.56410256410256,0,0,0,0,0,2.56410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56410256410256,0,0,0,0,0,0,2.56410256410256,2.56410256410256,0,0,0,2.56410256410256,0,0,0,2.56410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56410256410256,0,0,0,39,"Ham"
"2002",502,0,0,4.76190476190476,4.76190476190476,0,0,0,9.52380952380952,4.76190476190476,0,0,0,0,0,0,4.76190476190476,0,0,0,0,4.76190476190476,0,0,0,0,9.52380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"Ham"
"2003",503,1.49253731343284,0,0,0,0,0,0,0,1.49253731343284,0,0,0,0,0,0,0,0,0,0,1.49253731343284,0,0,0,1.49253731343284,0,1.49253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49253731343284,0,0,0,0,1.49253731343284,1.49253731343284,0,1.49253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,"Ham"
"2004",504,0,0,0,4.08163265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,"Ham"
"2005",505,2.12765957446809,2.12765957446809,1.06382978723404,2.12765957446809,1.06382978723404,0,0,0,0,0,1.06382978723404,1.06382978723404,0,0,0,0,0,1.06382978723404,0,2.12765957446809,0,0,0,0,1.06382978723404,0,1.06382978723404,0,0,0,0,1.06382978723404,1.06382978723404,0,0,0,0,0,0,0,1.06382978723404,1.06382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06382978723404,0,0,0,0,0,0,0,0,0,0,0,0,1.06382978723404,0,0,0,0,0,0,0,0,0,0,0,0,94,"Ham"
"2006",506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Ham"
"2007",507,3.7037037037037,3.7037037037037,1.23456790123457,0,1.23456790123457,1.23456790123457,1.23456790123457,1.23456790123457,1.23456790123457,0,0,1.23456790123457,0,1.23456790123457,1.23456790123457,0,2.46913580246914,0,1.23456790123457,0,1.23456790123457,0,1.23456790123457,2.46913580246914,0,0,1.23456790123457,0,0,0,0,0,1.23456790123457,0,0,0,2.46913580246914,0,0,0,0,0,0,1.23456790123457,0,0,0,0,0,0,1.23456790123457,0,1.23456790123457,0,0,0,0,0,0,0,1.23456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,"Ham"
"2008",508,1.35135135135135,2.02702702702703,2.02702702702703,0.675675675675676,0.675675675675676,0.675675675675676,0.675675675675676,0.675675675675676,0.675675675675676,0.675675675675676,0.675675675675676,0,0,0,0,4.05405405405405,0,0,0.675675675675676,0.675675675675676,0.675675675675676,0,0,0,0,0,1.35135135135135,0,0,0,0,0,0,0,0,1.35135135135135,0.675675675675676,0.675675675675676,0,0,2.02702702702703,0,0.675675675675676,0,0,0,0.675675675675676,0,0.675675675675676,1.35135135135135,0,0,0,0,0.675675675675676,0,0,0.675675675675676,0,0,0,0,0.675675675675676,0,0,0,0,0,0,1.35135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,"Ham"
"2009",509,1.4218009478673,1.8957345971564,1.4218009478673,0.4739336492891,0.4739336492891,0.947867298578199,0.947867298578199,0.947867298578199,0.4739336492891,0.4739336492891,0.4739336492891,0.4739336492891,0,0.4739336492891,0,4.739336492891,0.947867298578199,0,0.4739336492891,0.4739336492891,0.4739336492891,0,0,0,0,0,0.947867298578199,0,0,0,0,0,0,0,0,0.947867298578199,0.4739336492891,0.4739336492891,0,0,1.4218009478673,0,0.4739336492891,0,0,0,0.4739336492891,0,0.4739336492891,0.947867298578199,0,0,0,0,0.4739336492891,0,0,0.4739336492891,0,0,0,0,0.4739336492891,0,0,0,0,0,0,0.947867298578199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,"Ham"
"2010",510,1.41509433962264,1.88679245283019,1.88679245283019,0.471698113207547,1.41509433962264,0.471698113207547,1.41509433962264,0.943396226415094,0.471698113207547,0.943396226415094,0.471698113207547,0,0,0,0,4.24528301886792,0,0.471698113207547,0.471698113207547,0.471698113207547,0.471698113207547,0,0,0,0,0,0.943396226415094,0,0,0.471698113207547,0,0,0,0,0,0.943396226415094,0.471698113207547,0.471698113207547,0,0,1.41509433962264,0,0.471698113207547,0,0,0,0.471698113207547,0,0.471698113207547,0.943396226415094,0,0,0,0,0.471698113207547,0,0,0.471698113207547,0,0,0,0,0.471698113207547,0,0,0,0,0,0,0.943396226415094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,"Ham"
"2011",511,2.12765957446809,0,4.25531914893617,2.12765957446809,2.12765957446809,4.25531914893617,4.25531914893617,0,0,0,0,2.12765957446809,0,2.12765957446809,0,0,0,0,2.12765957446809,2.12765957446809,2.12765957446809,0,0,2.12765957446809,0,0,0,4.25531914893617,0,0,0,2.12765957446809,0,0,2.12765957446809,0,0,0,0,0,0,0,0,2.12765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12765957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,"Ham"
"2012",512,3.17460317460317,1.58730158730159,0,0,1.58730158730159,1.58730158730159,0,3.17460317460317,0,0,0,0,1.58730158730159,1.58730158730159,0,1.58730158730159,0,1.58730158730159,1.58730158730159,0,0,1.58730158730159,1.58730158730159,0,0,3.17460317460317,1.58730158730159,0,0,0,0,1.58730158730159,0,0,0,0,0,1.58730158730159,0,0,1.58730158730159,0,1.58730158730159,0,0,0,0,1.58730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"Ham"
"2013",513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"Ham"
"2014",514,0,0,0,2.4390243902439,0,2.4390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,"Ham"
"2015",515,1.9047619047619,0.952380952380952,1.9047619047619,0,0,0,0.952380952380952,3.80952380952381,1.9047619047619,0,1.9047619047619,0.952380952380952,1.9047619047619,0.952380952380952,2.85714285714286,2.85714285714286,0,0,0,0.952380952380952,0.952380952380952,0,0,0,0,0,0,0,1.9047619047619,0.952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380952,0,0.952380952380952,0.952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,"Ham"
"2016",516,5.55555555555556,0,0,0,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55555555555556,0,5.55555555555556,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"Ham"
"2017",517,0,3.92156862745098,0,3.92156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,"Ham"
"2018",518,0,0,0,0,0,0,0,0,0,0,1.47058823529412,0,0,0,0,0,0,1.47058823529412,0,1.47058823529412,1.47058823529412,0,0,0,1.47058823529412,0,1.47058823529412,1.47058823529412,0,0,0,0,1.47058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,"Ham"
"2019",519,5.61797752808989,0,1.12359550561798,1.12359550561798,2.24719101123596,1.12359550561798,0,1.12359550561798,0,1.12359550561798,1.12359550561798,2.24719101123596,0,2.24719101123596,1.12359550561798,0,0,1.12359550561798,1.12359550561798,0,1.12359550561798,0,0,0,1.12359550561798,0,0,1.12359550561798,0,1.12359550561798,0,1.12359550561798,0,0,0,0,0,0,0,1.12359550561798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,"Ham"
"2020",520,1.98019801980198,0.495049504950495,0.99009900990099,1.48514851485149,0.495049504950495,1.98019801980198,0.99009900990099,0.495049504950495,0.99009900990099,0.99009900990099,0,0.495049504950495,0,0,0.495049504950495,0.495049504950495,0.99009900990099,1.48514851485149,0.495049504950495,0.495049504950495,0,0.495049504950495,0.495049504950495,0.495049504950495,0.495049504950495,0,0.495049504950495,0.495049504950495,0.495049504950495,0,0,0,0,0,0.495049504950495,0.99009900990099,0,0.495049504950495,0,0,0,0.495049504950495,0,0,0,0,0,0,0,0,3.46534653465347,2.97029702970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,"Ham"
"2021",521,8.57142857142857,0,2.85714285714286,0,0,0,0,2.85714285714286,0,2.85714285714286,0,0,0,0,0,0,2.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"Ham"
"2022",522,0,0,0,0,0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14285714285714,0,0,0,14,"Ham"
"2023",523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Ham"
"2024",524,2.56410256410256,0.732600732600733,1.0989010989011,1.46520146520147,0.732600732600733,1.46520146520147,1.46520146520147,0.732600732600733,1.46520146520147,0.366300366300366,0.366300366300366,0.732600732600733,0,0.732600732600733,0.732600732600733,0,0,0.366300366300366,0,0,0.366300366300366,0.366300366300366,0.366300366300366,0,0,0,0,1.0989010989011,0,0.366300366300366,0,0.366300366300366,0,0.366300366300366,0,0.366300366300366,0.366300366300366,0,0,0,0,0.366300366300366,0.366300366300366,0,0,0,0,1.0989010989011,0,0,0,0.366300366300366,0,0.366300366300366,0,0,0,0.366300366300366,0,0,0,0,1.46520146520147,0,0,0,0.366300366300366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366300366300366,0,0,273,"Ham"
"2025",525,2.68948655256724,0.488997555012225,0,0.733496332518337,1.22249388753056,0.97799511002445,0.244498777506112,0.733496332518337,0.244498777506112,0.733496332518337,1.22249388753056,0.244498777506112,0.244498777506112,0.488997555012225,0.97799511002445,0,0.488997555012225,0.97799511002445,0.244498777506112,0.244498777506112,0.244498777506112,0.733496332518337,0.244498777506112,0.244498777506112,1.71149144254279,0,0.244498777506112,2.93398533007335,0.244498777506112,0.244498777506112,0,0,0,1.22249388753056,0.244498777506112,0,0,0,0,0.244498777506112,0.97799511002445,0.244498777506112,1.22249388753056,0,0,0,0,0,0,0,0,0,0,0,0,0.244498777506112,0.244498777506112,0,0,0,0,0,0.244498777506112,0.733496332518337,0,0,0.244498777506112,0,0,0,0,0,0,0.244498777506112,0,0,0.244498777506112,0,0,0,0,0,0,0,0.488997555012225,0,409,"Ham"
"2026",526,1.69491525423729,0,0,1.69491525423729,0,3.38983050847458,0,3.38983050847458,0,5.08474576271187,0,0,0,3.38983050847458,0,0,3.38983050847458,0,0,0,0,0,1.69491525423729,0,0,0,0,0,0,1.69491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,"Ham"
"2027",527,6.02409638554217,3.6144578313253,0,1.20481927710843,3.6144578313253,2.40963855421687,8.43373493975904,0,1.20481927710843,1.20481927710843,0,3.6144578313253,0,0,1.20481927710843,0,1.20481927710843,0,0,0,0,1.20481927710843,0,0,0,0,0,0,1.20481927710843,1.20481927710843,1.20481927710843,1.20481927710843,1.20481927710843,0,1.20481927710843,0,0,1.20481927710843,0,0,0,0,0,0,2.40963855421687,0,0,1.20481927710843,1.20481927710843,0,0,0,0,0,0,0,0,1.20481927710843,0,0,0,1.20481927710843,0,0,0,0,0,1.20481927710843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20481927710843,0,0,0,83,"Ham"
"2028",528,1.45985401459854,0,0.72992700729927,0.72992700729927,2.91970802919708,1.45985401459854,0.72992700729927,0,0.72992700729927,0.72992700729927,0,0.72992700729927,0,0.72992700729927,0,0.72992700729927,0,0,0.72992700729927,0.72992700729927,0.72992700729927,1.45985401459854,0,1.45985401459854,0,0,0.72992700729927,0.72992700729927,0,0.72992700729927,0,0,0,0,0,0.72992700729927,0,0.72992700729927,0,0,0,0,0,0.72992700729927,0,0,0.72992700729927,0,0.72992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72992700729927,0,0,0,0,0,0,0,0,0,0,0,0.72992700729927,0,0,0,0,0,0,137,"Ham"
"2029",529,1,0,2,0.5,1.5,0.5,1,2.5,0.5,0.5,0,0,0,0.5,1.5,8,0,0,0.5,0,1,0,0.5,0,0.5,0,1,0,0,0.5,0.5,1,0,0.5,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,"Ham"
"2030",530,0.587371512481645,0.440528634361234,0.734214390602056,0.293685756240822,0.293685756240822,0.146842878120411,0.146842878120411,0.146842878120411,0.293685756240822,0.293685756240822,0,0.146842878120411,0.146842878120411,0,0,0,0.293685756240822,0.146842878120411,0.146842878120411,0.146842878120411,0,0,0.293685756240822,0,0.293685756240822,0,0,0.734214390602056,0,0,0,0,0,0,0.146842878120411,0,0,0,0,0,0.146842878120411,0,0.146842878120411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293685756240822,0.293685756240822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146842878120411,0,0,0,0,0,0,0,0,0,0.440528634361234,0,0,0,681,"Ham"
"2031",531,2.22222222222222,1.48148148148148,0.740740740740741,2.96296296296296,0.740740740740741,1.48148148148148,0.740740740740741,0,0.740740740740741,1.48148148148148,0,0,2.22222222222222,0,0.740740740740741,0,5.18518518518519,0,0.740740740740741,0,0,0,0,0,0.740740740740741,0,0,0,0,0,1.48148148148148,0,0,0,0,0,2.96296296296296,0,0,0,0,0,0,0,0.740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,"Ham"
"2032",532,3.92156862745098,0,3.92156862745098,3.92156862745098,1.96078431372549,1.96078431372549,1.96078431372549,0,0,0,0,1.96078431372549,1.96078431372549,0,1.96078431372549,3.92156862745098,0,1.96078431372549,0,1.96078431372549,1.96078431372549,0,0,0,0,0,1.96078431372549,0,0,0,1.96078431372549,1.96078431372549,0,0,0,0,0,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0,0,0,0,0,0,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0,0,51,"Ham"
"2033",533,1.88976377952756,0.94488188976378,1.41732283464567,1.5748031496063,0.47244094488189,0.94488188976378,0.78740157480315,1.25984251968504,1.5748031496063,1.10236220472441,0.31496062992126,0.62992125984252,0.62992125984252,0.94488188976378,1.10236220472441,0,1.10236220472441,0.31496062992126,0,0.31496062992126,0.62992125984252,0.15748031496063,0,0.62992125984252,0.78740157480315,0.31496062992126,0.47244094488189,0.15748031496063,0,0.15748031496063,0.15748031496063,0.15748031496063,0,0,0.15748031496063,0.31496062992126,0.31496062992126,0.15748031496063,0,0,0,0.15748031496063,0.15748031496063,0.15748031496063,0,0.15748031496063,0,0,0.15748031496063,0,0,0,0,0,0.15748031496063,0.15748031496063,0,0,0,0,0,0.31496062992126,0,0,0,0.15748031496063,0,0,0.15748031496063,0.31496062992126,0,0,0,0.15748031496063,0,0,0,0,0,0.47244094488189,0,0,0.62992125984252,0,0,0,635,"Ham"
"2034",534,0,10.8695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,"Ham"
"2035",535,0,0,4,4,0,0,0,8,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"Ham"
"2036",536,1.94174757281553,1.94174757281553,0.970873786407767,0.970873786407767,0,0,0,1.94174757281553,0.970873786407767,0,1.94174757281553,0.970873786407767,0.970873786407767,1.94174757281553,0,0,0,0,0,0,0.970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970873786407767,0,0,0,0,0,0,0.970873786407767,0,0.970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,"Ham"
"2037",537,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Ham"
"2038",538,0,1.8348623853211,0.917431192660551,0,1.8348623853211,0.917431192660551,0,1.8348623853211,0.917431192660551,0,0,0.917431192660551,0,0,0,0,0.917431192660551,0,0.917431192660551,0,0,1.8348623853211,0,0,1.8348623853211,4.58715596330275,0.917431192660551,0,0,0,0,0,0.917431192660551,0,0,0,0,0.917431192660551,0,0,0,0.917431192660551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917431192660551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,"Ham"
"2039",539,0,0,0,4.34782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,"Ham"
"2040",540,1.66666666666667,0.555555555555556,1.66666666666667,1.66666666666667,0.555555555555556,0.555555555555556,1.11111111111111,1.11111111111111,0,1.66666666666667,0.555555555555556,1.11111111111111,0.555555555555556,1.11111111111111,0,0.555555555555556,0,0,0,0.555555555555556,0,0.555555555555556,1.11111111111111,0,1.11111111111111,0,0,0,0,0.555555555555556,0.555555555555556,1.66666666666667,0,0,0,1.11111111111111,0,0,0,0,0,0.555555555555556,0,0.555555555555556,0,0,0,0,0,0,0,0,0,0.555555555555556,0.555555555555556,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,"Ham"
"2041",541,1.37614678899083,0.917431192660551,1.8348623853211,1.37614678899083,3.21100917431193,1.37614678899083,1.8348623853211,0.917431192660551,0.917431192660551,0.458715596330275,0.458715596330275,2.29357798165138,0,1.37614678899083,0,0,0.458715596330275,1.37614678899083,0.917431192660551,0.458715596330275,1.37614678899083,0.917431192660551,0.458715596330275,2.29357798165138,0.458715596330275,0,1.37614678899083,0,0,0.458715596330275,0,0.458715596330275,0.458715596330275,0,0,0,0,0.917431192660551,0,1.37614678899083,0.458715596330275,0,0,0,0,0,0,0,0,0,1.37614678899083,0,0,0,0,0,0,0,0,0,0,0.458715596330275,0,0,0,0,0.917431192660551,0,0,0,0,0,0,0,0,0,0,0,0,0.458715596330275,0,0,0.917431192660551,0,0,0,218,"Ham"
"2042",542,1.68067226890756,0,2.52100840336134,0,0.840336134453782,0,1.68067226890756,0,0,0.840336134453782,0,0.840336134453782,0,0,0.840336134453782,0,1.68067226890756,0,0,0,0.840336134453782,0,0.840336134453782,0,0,0,0,1.68067226890756,0,0,0,0,0,0,0,0,0.840336134453782,0,0,0,0,0.840336134453782,0,0,0,0,0,0,0,0,0,0,0,0.840336134453782,0,0,0,1.68067226890756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,"Ham"
